Player,Player Bio,Player Grades,Draft Class,Link
Ethan Wolf,"Brothers Ethan and Eli Wolf (redshirt freshman) were a two-headed monster at tight end for the Vols in 2017. The older sibling has already made his presence felt in Knoxville, starting 35 and suiting up for all 38 games the team has played since arriving on campus. He caught 23 passes for 212 yards as a freshman, then made 23 receptions for 301 yards and two scores in 2015. As a junior, he caught 21 passes for 239 and two scores. Despite the Volunteers' issues in the passing game in 2017, Wolf caught 24 passes for 246 yards and three scores. Wolf has potential as a receiver and blocker as he continues to build strength, as he's a natural athlete and his effort is strong.",5.4,2018,https://www.nfl.com/prospects/ethan-wolf/3200574f-4c11-5032-a08f-87eb4c379ec2
Logan Woodside,"Woodside has not had an easy go of things at Toledo. The Frankfort, Kentucky native, a first-team all-state pick before coming to the Rockets, played in four games with one start in 2013 (21-for-41, 240 yards, touchdown). The following year, Woodside took over the starting role early on due to a season-ending injury to Alabama transfer Phillip Ely (62.5 completion percentage, 2,263 yards, 19 touchdowns, eight interceptions). He helped the Rockets beat Arkansas State in the GoDaddy.com Bowl at the end of the year, going 21-for-27 for 176 yards. He lost the starting job to Ely before the 2015 season, however, and redshirted to maintain his eligibility. Coaches had to start him the next year, though, and he excelled in executing the team's quick-throw offense. Woodside garnered first-team All-MAC honors as a junior, completing 69 percent of his passes for 4,129 yards, and leading the nation with 45 touchdown passes (against just nine interceptions). Woodside's numbers took a step back in his final season as he threw for just 3,882 yards and 28 touchdowns with eight interceptions.",5.4,2018,https://www.nfl.com/prospects/logan-woodside/3200574f-4f62-9467-6326-adb124a79e35
Chris Worley,"Ted Ginn, Sr. has put together an outstanding football program at Glenville High, where Worley starred as a senior (five sacks, five interceptions returned for touchdowns, five forced fumbles) before signing with Ohio State. Ginn apparently had gotten Worley ready to play, as the young man started his first game with the Buckeyes in 2014 (Navy) and then went on to play in 14 games as a reserve and on special teams for the eventual national champions (11 tackles). He contributed more regularly as a sophomore, playing in 12 contests and making 17 stops, 1.5 for loss, and a sack. Finally given a chance to start, Worley took over at outside linebacker for all 13 games, recording 70 tackles, 4.5 for loss, and four pass breakups. He was an honorable mention All-Big Ten pick as a senior, starting nine of 11 games played, posting 56 tackles, five for loss, one sack, and two pass breakups.",5.4,2018,https://www.nfl.com/prospects/chris-worley/3200574f-5260-5160-5972-1cf0a9bbe3d2
Deon Yelder,"One-year wonder who lacks desired height and length but who plays with some grit as a run blocker. Yelder appears to offer some early straight line speed, but he may be too tight in his lower half to be able to shake coverage underneath with separation out of his route breaks. He flashes potential as a run blocker but lacks consistency of technique from game to game. Yelder doesn't stand out in any one phase, but it stands to reason that he should continue to improve in all areas with more experience and coaching.",5.4,2018,https://www.nfl.com/prospects/deon-yelder/32005945-4c04-6686-b6e5-55cf4fb5878b
Parris Bennett,"Bennett's quickness and athleticism served the Orange well the past three seasons. The All-State pick from Detroit began his career as a reserve, playing in eight games (four tackles, one for loss). He earned a starting role as a sophomore, but could only play in eight games before an injury ended his season prematurely (44 stops, 3.5 for loss, one interception). Bennett started all 12 games as a junior, garnering honorable mention All-ACC honors by leading the team with 110 tackles (6.5 for loss), intercepting one pass, and breaking up three others. He was the team's leading tackler again in 2017, posting 115 stops and a team-high 11 tackles for loss that included two sacks. Bennett was named second-team All-ACC by league coaches after the season.",5.1,2018,https://www.nfl.com/prospects/parris-bennett/32004245-4e40-3358-a577-daf8517039c1
Mike Boone,"Boone was rated as a wide receiver by high school recruiting services, as he caught 57 passes for 1,068 yards and 18 touchdowns for Baker County High in Florida. It's easy to see why he chose to be a tailback for the Bearcats, however, with his compact build and bullish running style. Coaches thought he would redshirt to learn a new position, but they were forced to play him due to injuries; Boone ended up leading the team with 650 rushing yards (just 101 carries) and scored nine times in nine games. He played in 11 games (one start) the following year, covering 749 yards and nine scores on 104 totes while splitting time with Hosey Williams. Boone's junior year was somewhat disappointing (105 carries, 388 yards, two touchdowns, 20 catches, 249 receiving yards, 21 kick returns for 506 yards in nine games) because of lingering injuries, including a foot malady that ultimately cost him the end of the season. He still played in 10 games, starting nine, as a senior in 2017 (110 carries, 484 yards, four touchdowns; 24 catches, 177 yards, one touchdown reception).",5.1,2018,https://www.nfl.com/prospects/mike-boone/3200424f-4f45-2495-f003-8085a5aa378e
Cole Boozer,"The tape isn't kind to Boozer as it relates to his NFL prospects, but to be fair, he is still very early in his transition to tackle and he's added more weight since the season ended. While it may be unlikely that Boozer gets a Day 3 call, teams love the opportunity to work with tight ends turned tackles and he might land on a practice squad for a year or two as an offensive line project if teams can find enough to work with at either tackle or center.",5.1,2018,https://www.nfl.com/prospects/cole-boozer/3200424f-4f75-3865-e88b-e4ea840e7c2b
Drew Brown,"Brown is the younger sibling of former Husker All-American and long-time NFL kicker Kris Brown. After a successful high school career at powerhouse Southlake Carroll High School in Texas, he decided to follow his older (by 19 years) brother's footsteps to Lincoln. Coaches didn't wait to see if he could handle the job, as he stepped forward to handle placekicking duties as a true freshman in 2014 (59-of-59 extra points, 14-of-21 field goals, 2-of-7 from 40-plus yards). Drew beat Kris' freshman scoring record with 101 points on the year. He had an honorable mention All-Big Ten sophomore year in 2015 (44-of-46 extra points, 21-of-27 field goals, 13-of-17 from 40-plus yards out), tying an NCAA record with five field goals in one half, including a 50-yarder (Southern Miss). Brown's junior year came after a tragic car accident where Nebraska punter Sam Foltz passed away (Brown was going to the same destination that night, but was in a different car). He converted 12-of-14 field goal attempts in his junior season (1-of-2 from 50-plus yards) and made all 38 extra point attempts. Brown's statistics were almost exactly the same in his final year with the Cornhuskers, as he made 12-of-14 field goals again (long of 44 yards, no attempts from over 50 yards, one blocked) and all 37 extra point attempts. He also had 28 touchbacks on 60 kickoffs.",5.1,2018,https://www.nfl.com/prospects/drew-brown/32004252-4f40-8210-e5d5-42bdc842679b
Martez Carter,"Carter had a rough upbringing in Monroe, Louisiana, with both his older brother and father spending time in prison while his mom worked constantly to feed him and his other siblings. Carter was academically ineligible his senior year of high school, then attended Wiley College in Texas to play basketball until he received an opportunity to walk on at Grambling as a defensive back. Carter received a few touches on offense in 2014 (two carries, seven yards rushing, one reception, two yards receiving) but was primarily the team's kickoff returner (24.1-yard average, touchdown). The following year he was moved to running back -- a move that paid immediate dividends as he earned second-team All-SWAC honors as a rotation back (111 carries, 876 yards, nine touchdowns rushing; 12 receptions, 134 yards, four touchdowns receiving; 25.7-yard average, two touchdown kick returns). Carter was a first-team All-Conference selection as a junior, rushing for 891 yards and 10 scores while upping his receiving totals (28 receptions, 376 yards, three touchdowns) and continuing as a kick (23.3-yard average, touchdown) and punt (19 returns, 182 yards) returner.",5.1,2018,https://www.nfl.com/prospects/martez-carter/32004341-5271-6509-b950-e4367087e5b5
Secdrick Cooper,"Cooper was an all-district selection in Louisiana as a high school senior, so his signing with Tech was not a big surprise. Conference USA coaches named him one of the top freshmen in the league in 2014, as he made 14 stops in 14 games as a reserve defensive back. Cooper did not start as a sophomore, either, but had 23 stops, 1.5 for loss, and two pass breakups in 13 games. His junior year ended in honorable mention all-conference honors, starting 13 of 14 games played and compiling 73 tackles, 6.5 for loss, 1.5 sacks, and seven pass breakups. League coaches voted him first-team all-conference in 2017 after he started 11 of 12 games played (missed the opener with a hamstring), compiling 68 tackles, 2.5 for loss, three interceptions, two pass breakups, and one blocked kick.",5.1,2018,https://www.nfl.com/prospects/secdrick-cooper/3200434f-4f73-7832-6136-0a863b74ca8d
Curtis Cothran,"When James Franklin came to Penn State, he asked Cothran to gain weight to move from defensive end to defensive tackle. Sixty pounds later, the former Pennsylvania All-State pick became a two-year starter on the interior for the Nittany Lions. He was an honorable mention All-Big Ten pick in 2017. Cothran's junior year had its ups and downs, as he started eight of 10 games played (21 tackles, 4.5 for loss) but he was also suspended for four games for violating team rules. Cothran's five tackles, three for loss, against Wisconsin in the Big Ten Championship Game ended that season on a high note. He had played all 13 games as a reserve defensive end in 2015 (16 tackles, four for loss, 2.5 sacks) following a freshman year where saw action in just one game, recording one tackle for loss.",5.1,2018,https://www.nfl.com/prospects/curtis-cothran/3200434f-5405-2257-8b15-2caf867188b7
Parker Cothren,"Cothen is a blue-collar defensive tackle from Huntsville, Alabama, who earned Class 6A All-State honors as a high school senior. He earned a fair amount of playing time as a reserve in 13 games as a redshirt freshman in 2014 (11 tackles, 2.5 for loss) and as a sophomore in 2015 (13 tackles, 0.5 for loss). Cothren moved into the starting line-up in 2016, beginning all 13 games, posting 26 tackles, 5.5 for loss, and two sacks to earn honorable mention All-Big Ten recognition.",5.1,2018,https://www.nfl.com/prospects/parker-cothren/3200434f-5408-6007-33dc-7350a0428174
Justin Crawford,"Like many prospects, Crawford has done some travelling during his high school and college careers. He played at Gainesville High in Florida for two years before moving to Columbus, Georgia, where he came out ranked as a top-50 running back recruit after standing out at every skill position (and acting as the team's starting punter). Crawford signed on with Northwest Mississippi Community College in 2014, hitting the ground running (literally) with 1,551 yards and 14 scores (also 12 receptions, 306 yards receiving). He was the national JUCO Offensive Player of the Year, leading Northwest to its first national title in over 20 years (1,610 yards, 16 touchdowns rushing; 29 receptions, 394 yards, six touchdowns receiving). Crawford brought excitement to the Mountaineers in 2016, earning the Big 12 Newcomer of the Year award by rushing for 1,184 yards in 13 games (four starts) and averaging 7.3 yards per carry (ranking sixth in the FBS). His 331-yard effort against Oklahoma, showing off excellent acceleration and wild moves in the open field, put him on the national radar. Crawford is married and has two children.",5.1,2018,https://www.nfl.com/prospects/justin-crawford/32004352-4167-7332-b2f4-6ce2de91b1b9
Trevor Darling,"As a Miami Central graduate (he won two state titles there), it was natural for him to sign on with the Hurricanes as a four-star recruit and top 150 national prospect. Darling played in eight games, starting five at right tackle, as a true freshman in 2014. The following year, he was the starting left tackle for all 13 games, even though he started training camp at his previous right tackle position. In 2016, he played 11 games as a junior, missing time with a leg injury, and started nine games at left tackle. Darling is not the largest tackle in the class, but his power, length, and foot quickness make him a potential starter at tackle or guard.",5.1,2018,https://www.nfl.com/prospects/trevor-darling/32004441-5238-7462-90d8-4fccc5c4c628
Gerhard de Beer,"De Beer marched to the United States from Pretoria, South Africa primarily to participate on Arizona's track and field squad as a discus thrower. He was a junior champion, and excelled for the Wildcats, winning the Pac-12 championship in that event in 2015. He also had decided to try out for the football team, knowing little about the sport but his experience with rugby gave him the physicality to succeed. He redshirted in 2013 and played with the scout team in 2014, bulking up and learning the game. De Beer finally got on the field in 2015, playing in all 13 games and starting the final four contests (one at right guard, three at left guard). As a junior, he received starts in eight of the first nine games before missing the final three due to injury. De Beer played in all 12 games of his senior campaign, starting nine at right tackle (first three, final six).",5.1,2018,https://www.nfl.com/prospects/gerhard-de-beer/32004445-4215-0981-d8fc-08384330fa6a
Danny Etling,"Etling began his career at Purdue, signing up as a four-star recruit and Elite 11 participant from California. Coaches got him on the field as a true freshman, playing him in eight games and starting him in the final seven; he completed 55.8 percent of his 267 passes for 1,690 yards, 10 touchdowns, and seven interceptions. Etling faced competition in his sophomore season from Austin Appleby, losing his job after going 2-3 to start the year (54.9 percentage, 800 yards, six touchdowns, five interceptions). After that benching, Etling decided to transfer to LSU, where he practiced with the scout team in 2015. Again he was the taking over early in the season as a junior, leading the Tigers to a 7-3 record and Citrus Bowl win. Etling completed 59.5 percent of his throws (160-of-269) for 2,123 yards, 11 touchdowns against five interceptions. He started all 13 games in 2017, completing 60 percent of his throws (165-of-275) for 2,463 yards and 16 touchdowns. Etling threw just two interceptions all season.",5.1,2018,https://www.nfl.com/prospects/danny-etling/32004554-4c29-6636-6cb0-77890ce8f841
Jarvion Franklin,"Franklin didn't get a lot of looks from power five conference programs coming out of Tinley Park, Illinois, despite being a second-team all-state selection as a senior. Western Michigan bore immediate fruit from their signing of the big-bodied Franklin, however. He was a Freshman All-American and the first player to win both MAC Offensive Player of the Year and Rookie of the Year after covering 1,551 yards on 306 carries, scoring 24 times. Franklin also contributed 14 receptions for 163 yards and a touchdown. His sophomore season was not as productive, as a couple of fumbles and a running back-by-committee approach cut his carries exactly in half (153 attempts, 735 yards, five touchdowns; 17 receptions, 184 yards). Franklin was back in coaches' good graces for his junior year, running hard to garner second-team All-MAC honors (248 carries, 1,353 yards, 12 touchdowns; 25 receptions, 288 yards, two touchdowns) despite sharing carries with Jamauri Bogan. Franklin split carries with Bogan in 2017, as well, but still pounded out 1,228 yards and 11 scores on 235 carries (five receptions, 35 yards, one touchdown) to earn first-team all-conference notice.",5.1,2018,https://www.nfl.com/prospects/jarvion-franklin/32004652-4145-6765-f8f4-d193c47eb9b3
Damon Gibson,"Gibson grew up in a town of about 250 residents (Beardsley, Minnesota) that had to combine with two others (Clinton, Graceville) to field a football team. Therefore, it was easy to be overlooked by major colleges despite his status as an All-State dual-threat quarterback and star defensive back. He took the offer from MSM and ran with it, playing in eight games as a reserve receiver (10-93) and on special teams (five tackles on coverage units). Gibson began making a real impact the following year, earning honorable mention All-Northern Sun Intercollegiate Conference-North honors as the team's leading receiver and 11-game starter (37-821, 22.2 per catch, six touchdowns). He finished his career with two first-team All-Conference nods, first as a junior, when he garnered AFCA Division II All-American status with a division-best 140.8 receiving yards a game (90-1,549, 17 touchdowns). Gibson's senior season was shorted the final four games due to injury, but he still caught 54 passes for 649 yards and three scores in eight starts. Gibson served as the Dragons' punter for part of the 2015 season (22 kicks, 29 yards per) and most of 2016 (52, 37.7).",5.1,2018,https://www.nfl.com/prospects/damon-gibson/32004749-4253-6464-cf64-6e0bdba2d92b
Marcell Harris,"Harris' father, Mike, was a defensive back for the Gators in the mid-1990s, and his nickname was ""Mud."" The younger Harris' name is definitely not ""Mud"" after his breakout 2016 season, where he loomed large in coverage and as a big hitter in the secondary. He started eight of 13 games played at safety, including the final four, compiling 73 tackles, four for loss, two interceptions, a pass break-up, and a forced fumble. Harris was a key reserve at safety and special teams in his freshman (12 games, seven tackles) and sophomore (one start in 12 games, 22 tackles) seasons. The Under Armour All-American was coveted by many of the top programs of the country coming out of Orlando's Dr. Phillips High School. His 2017 season was lost when he suffered an Achilles injury before fall camp.",5.1,2018,https://www.nfl.com/prospects/marcell-harris/32004841-5247-4001-6065-132a202c5060
Garrett Hudson,"Move tight end with decent size and athletic ability, Hudson may not have enough quickness out of his breaks to uncover consistently against man coverage and he may not have the speed to threaten down the field. While he has the movement skills to get to his targets in space as a blocker, he hasn't shown enough consistency in that area to be projected as a likely success story as a pro. Hudson should find a camp invite, but may not have the talent to stick on a roster.",5.1,2018,https://www.nfl.com/prospects/garrett-hudson/32004855-4432-3627-17f8-497d66d93c7d
D'Ernest Johnson,"USF has risen to prominence as a program during its short history because of their landing of in-state four-star recruits like Johnson. The Immokalee product earned honorable mention All-State notice as a high school senior, then got playing time as a true freshman the next season (46-150 rushing; 8-107, one touchdown receiving; 8-157 kick returns). Johnson was the Bulls' Offensive Co-Most Valuable Player as a sophomore, producing as a runner (71-307, one touchdown), receiver (26-356, four touchdowns), and kick returner (21-563) despite starting just one of 13 games played. American Athletic Conference coaches voted him second-team All-Conference as a return specialist in 2016 (8-231 kick returns; 18-213, one touchdown punt return). Johnson also had a bigger role as a rusher, even through he did not start in 13 games played, carrying the ball 111 times for 543 yards and eight touchdowns. He also caught 28 passes for 293 yards and five scores. USF coaches put Johnson in the starting lineup nine times in 12 games in 2017, giving him the ball 193 times as a rusher, and he covered 796 yards and scored seven times. His receiving numbers dropped (11-153, two touchdowns) with the increased workload as a rusher, as did his production as a returner (12-241 kick returns, 9-51 punt returns).",5.1,2018,https://www.nfl.com/prospects/d-ernest-johnson/32004a4f-4820-1643-b9f5-85f0b9ca0916
Dalton Keene,"Keene actually made his name as a high school pass-catcher, setting Jacksonville, Illinois records in career receptions, receiving yards, and receiving touchdowns. But after sitting out 2013 as a redshirt for the Redbirds, he's been a force on the defensive line. He played in 15 games, starting four as a freshman (29 tackles, 2.5 for loss, one sack), including four tackles, two for loss, and a sack against North Dakota State in the FCS Championship Game. Keene was an honorable mention All-Missouri Valley Football Conference selection in 2015, starting all 13 games (59 tackles, 10 for loss, five sacks, three pass break-ups, safety, blocked kick). His junior year was also productive (67 stops, 7.5 for loss, 3.5 sacks, two blocked kicks), and he had a hand in ISU's win over Northwestern with two tackles for loss. Keene finished his career by finishing third in the MVFC Defensive Player of the Year voting, receiving first-team accolades after compiling 45 stops, 13 for loss, eight sacks, six pass break-ups, and two fumble recoveries.",5.1,2018,https://www.nfl.com/prospects/dalton-keene/32004b45-4565-2464-166b-69247bcb25b0
Christian LaCouture,"LaCouture had highs and lows in August 2016. He received his degree from LSU on August 3, but then suffered a knee ligament tear that prevented him from playing his senior year. A flood also went through his family home in Lincoln, Nebraska that month. In 2017, he wore the coveted No. 18 jersey as the player that most exemplifies being a Bayou Bengal. He started all 13 games on the year, making 66 tackles, 8.5 for loss, six sacks, and five pass breakups. LaCouture's father was a hockey player good enough to go to the University of Maine and help the Black Bears win the 1993 national title. Junior's game was football, however, and he rose to the top of the defensive lineman high school recruiting rankings in 2012 (he played in Texas before moving to Lincoln during his career). LaCouture played in every game as a true freshman, making 11 tackles as a reserve. He started every game as a sophomore, making 40 tackles, four for loss, and 2.5 sacks. LaCouture started 10 of 11 games played in 2015, being credited with 35 tackles, 2.5 for loss, and a sack.",5.1,2018,https://www.nfl.com/prospects/christian-lacouture/32004c41-4355-5918-e100-67f11ad5f816
Elijah Marks,"Thin receiver who lacks the consistent play speed to play outside. Marks has posted quality production and plays with good energy and toughness, but he lacks the play strength and explosiveness in his routes to expect to uncover against NFL talent. He does have some talent after the catch and has experience as a return man, but those qualities may not be enough to make it in the league.",5.1,2018,https://www.nfl.com/prospects/elijah-marks/32004d41-5225-2457-8fdf-1408c6e017db
Jordan Martin,"Martin began his collegiate career at Toledo before transferring to Syracuse for the 2017 season as a graduate student. He played in 11 games as a true freshman in 2013 for the Golden Rockets, starting once at cornerback and posting 24 tackles, one interception, and two pass breakups. Martin missed three games in 2014 due to injury but started eight of the 10 games he played (26 tackles, four for loss, one sack, four pass breakups). He missed the 2015 season with a torn ACL but returned the following year to play in all 13 games, starting the final five at corner (24 tackles, four pass breakups). Syracuse coaches moved Martin to safety before the season because of a need there, and he played well. He started seven of eight games played (25 stops, three pass breakups) before a wrist injury sidelined him for the rest of the season.",5.1,2018,https://www.nfl.com/prospects/jordan-martin/32004d41-5265-9803-b001-4fdfa5aeefe7
Jamar McGloster,"McGloster was a raw talent when he came to Syracuse, playing two years of football while also suiting up in basketball for famed high school coach Bobby Hurley, Sr. at Saint Anthony's in New Jersey. He saw limited action in his first three years with the Orange, redshirting in 2013, playing in three games as a reserve in both 2014 and 2015. Coaches put him in the starting line-up at right tackle for all 12 games in 2016, and again in 2017 to utilize his length and athleticism on the edge.",5.1,2018,https://www.nfl.com/prospects/jamar-mcgloster/32004d43-4750-1787-7d6b-408c13a4cdf3
Drew Scott,"Scott only snapped for two years at Cedar Rapids, Iowa's Xavier High School, but his skills earned him a five-star rating from the prestigious Kohl's Long Snapping Camp before senior year. He walked on to the Wildcats in 2013, and had the lead snapping role for the first three games of the 2014 season before taking a backseat to veteran Dalton Converse. Scott waited another year for Converse to graduate before earning the starting role in 2016. He started the last 26 games for KSU, providing excellent snaps and making four special teams tackles (three in 2017).",5.1,2018,https://www.nfl.com/prospects/drew-scott/32005343-4f08-0316-4a51-f0f4419338f6
Brandon Silvers,"While there were some inconsistencies in Silvers' four years as a starter with the Trojans, the beginning and end of his career were noteworthy. The three-star recruit started 11 games as a redshirt freshman in 2014, named to the Sun Belt Conference All-Newcomer Team after breaking Sam Bradford's NCAA record for best completion percentage for a freshman quarterback; he completed 70.5 percent of his passes for 1,836 yards and 11 touchdowns against three interceptions. Silvers was an honorable mention all-conference pick as a sophomore, despite his accuracy dropping back to Earth (61.2 percent, 2,378 yards, 20 TD, seven INT). In 2016, he was named first-team All-Sun Belt while leading his team to a bowl win, completing 63.7 percent of 460 throws for 3,180 yards and 23 scores (but with 12 interceptions). Conference coaches only awarded him honorable mention notice in 2017 because his touchdown total was down (17), but he played well (63.9 completion pct., 3,290 yards, just seven INT). His performance in the team's New Orleans Bowl win over North Texas opened scouts' eyes, as well, as he showed off his powerful arm and completed 24 of 31 passes for 305 yards, four touchdowns, and an interception. Silvers also helped Troy's defense pull off a big win over in-state rival LSU in Baton Rouge as a senior.",5.1,2018,https://www.nfl.com/prospects/brandon-silvers/32005349-4c70-8549-81e3-269d32dcf19e
Cam Sims,"Sims has the size, length, and build of a potential NFL prospect, but his tape just isn't up to par. Sims failed to find consistent playing time and production in Alabama's crowded receiving corps over the years which speaks to the issues he has with separation, contested catches, and route-running. Sims has physical traits that should get him into camp, but it's unlikely he sticks around for the long haul.",5.1,2018,https://www.nfl.com/prospects/cam-sims/32005349-4d66-7389-635d-47b12e2ab8b9
Nick Stevens,"Stevens had a tough job, taking over starting duties from the Rams' all-time leading passer and 2015 third-round draft pick, Garrett Grayson. He played in five games as Grayson's back-up as a redshirt freshman (15-of-25, 136 yards, touchdown). Stevens played well as a first-year starter in 2015, garnering second-team All-Mountain West honors in 13 games, completing 60.8 percent of his passes (211-of-347) for 2,679 yards and 21 scores (against 12 interceptions). His junior year was an adventure, as he was benched for a freshman in September but returned when Collin Hill was injured. Stevens wound up an honorable mention all-conference pick by completing 64.2 percent of his throws (129-of-201) for 1,936 yards, 19 touchdowns, and just five interceptions while starting the final six games (seven total for the year). Stevens was a first-team All-Mountain West pick as a senior, completing 61.9 percent of his passes for 3,799 yards and 29 touchdowns (10 interceptions). He has been married to his high school sweetheart since May 2016.",5.1,2018,https://www.nfl.com/prospects/nick-stevens/32005354-4563-8492-fc89-ee282558ea0a
Maea Teuhema,"Teuhema was a four-star recruit, top-rated guard, and Under Armour All-American from Kelly, Texas when he signed on with LSU before the 2015 season. He started 11 games at left guard for the Tigers in 2015, earning Freshman All-American notice for his play. Teuhema played in all 13 games in 2016, starting 10 at right tackle. He was suspended by the school before the 2016 season, however, partially due to academics. Released from his scholarship, Teuhema looked into going to other major programs before decided to join his brother, Sione, at Southeastern. Since he did not have to redshirt as a transfer to a lower level, Teuhema earned the starting left tackle job and won first-team All-Southland Conference honors. Sione completed his eligibility this season (a first-team all-conference pick at linebacker), and so Maea decided to move on to try his hand at the next level as well.",5.1,2018,https://www.nfl.com/prospects/maea-teuhema/32005445-5521-8895-3119-1b1ec0a8ed5c
Ryan Winslow,"Winslow's family background pointed to a strong athletic career. His father, George, was the first scholarship punter at the University of Wisconsin and played for two seasons in the NFL after finishing his collegiate career at Villanova. His mother, Teresa, played field hockey and lacrosse at Ursinus College. Winslow showed big promise in high school, finishing as a top-five prospect nationally while showing the athleticism to play center on the team's hoops squad. After taking a redshirt year in 2013, Winslow has been the Panthers' starting punter for four seasons. His gross average increased each season (40.1 in 2014, 41.1 in 2015, 42.6 in 2016, 44.5 in 2017). His other statistics dipped a bit in his junior season, however, before bouncing back in a first-team All-ACC senior campaign (18 fair catches in 2014, 24 in 2015, 12 in 2016, 24 in 2017; 21 punts inside the 20 yard-line in 2014, 21 in 2015, 12 in 2016, 16 in 2017).",5.1,2018,https://www.nfl.com/prospects/ryan-winslow/32005749-4e56-9792-72c3-463fe9d29dc0
Nick Bosa,"Ohio State's top defender figured to have a shot at attending the 2018 Heisman Trophy ceremony the way his junior season began. He started the first three games, making 14 tackles, six for loss, four sacks, and a forced fumble. However, an injured core muscle suffered in Week 3 forced him to spend the rest of the fall rehabbing and preparing for the draft. The Heisman hype was real due to his play in 2017, where he was named the Big Ten Defensive Lineman of the Year and first-team all-conference selection (34 tackles, 15 for loss, eight sacks), despite starting only 4 of 14 games played. The Fort Lauderdale, Fla., native contributed heavily his freshman year, as one would expect from one of the top five recruits in the country, playing in all 13 games and making 29 stops and five sacks. Bosa is the brother of Joey, the 2016 No. 3 overall pick for the San Diego Chargers, and son of John, the 1986 first-round pick of the Miami Dolphins.",7,2019,https://www.nfl.com/prospects/nick-bosa/3200424f-5307-3285-8013-e0658c01933d
Jeffery Simmons,"Simmons did not make a good impression after signing on to play at Mississippi State. He was arrested for his part in a March 2016 fight, and a video of him repeatedly punching a woman made him a nationwide target for those wondering why colleges allow the enrollment and athletic participation of players with violent histories. He was found guilty of malicious mischief and pled no contest to simple assault, paying fines and restitution for the woman's medical bills. During his time in Starkville, however, he has had no incidents. He won the team's Newsom Award in the spring of 2018 for his work on the field, in the classroom and in the community. Simmons was a five-star recruit after helping Noxubee County High School win back-to-back Mississippi state titles his junior and senior seasons. He started 3 of 12 games played as a true freshman (40 tackles, 3.5 for loss), suspended only for the opener for his off-field incident. SEC coaches named him to their All-Freshman team. The following year, he was named first-team All-SEC after making 60 stops, 12 for loss, and five sacks for the Bulldogs. Simmons started all 13 games as a junior, again being voted first-team all-conference as well as an Associated Press third-team All-American. He started all 13 games in 2018, leading his team with 17 tackles for loss (including two sacks) among his 63 total stops.",7,2019,https://www.nfl.com/prospects/jeffery-simmons/32005349-4d20-4336-493b-a309c446eb8f
Rashan Gary,"Gary was the top recruit in the Class of 2016, not only using his immense size and outstanding agility to dominate the competition at Paramus Catholic High School in New Jersey as the state's top Defensive Player in 2014 and 2015, but also excelling in the classroom. He had followed former Wolverines star defender Jabrill Peppers at Catholic, and then again followed the path of the 2017 first-round pick of the Cleveland Browns to Ann Arbor. Gary played all 13 games as a reserve his freshman season, making 27 tackles, five for losses, and a sack. His potential really began to show in 2017, when he earned first-team All-Big Ten honors with 66 stops, 12 for loss, and six sacks in 13 starts. Gary was a first-team pick again as a junior, compiling 44 tackles, seven for loss, and 3.5 sacks in 12 games. He joined teammate Devin Bush and others in skipping Michigan's bowl game to prepare for the draft.",6.8,2019,https://www.nfl.com/prospects/rashan-gary/32004741-5276-6759-8729-700e2dfb98cd
T.J. Hockenson,"The Hawkeyes have produced some good NFL tight ends over the past 15 years, from Dallas Clark excelling with the Indianapolis Colts a decade ago to San Francisco breakout star George Kittle. Hockenson and fellow junior Iowa tight end Noah Fant will become the next in line. The Chariton, Iowa, native was a three-time first-team all-state pick in high school and spent his first year on campus growing into a Big Ten tight end's frame. Iowa's two-tight end attack allowed him to excel as a redshirt freshman in 2016, making 24 for 320 yards (13.3 average) and three scores in 13 games (12 starts). Even sharing snaps with Fant in 2018, Hockenson won the John Mackey Award as the nation's top tight end and the Big Ten Tight End of the Year award, along with first-team all-conference honors. He started 13 contests in 2018, leading the team with 49 catches for 760 yards (15.5 average) and six touchdowns.",6.8,2019,https://www.nfl.com/prospects/t-j-hockenson/3200484f-4342-2041-c442-6c874885b155
DK Metcalf,"DeKaylin Zecharius ""DK"" Metcalf decided to leave Ole Miss after his redshirt sophomore season to follow in the footsteps of his father, (former Ole Miss guard Terrance), grandfather (St. Louis Cardinals running back Terry) and uncle (Pro Bowl returner Eric). His final campaign with his hometown Rebels started off fine, catching 26 passes for 569 yards (21.9 average) and five scores in seven starts. However, he missed the rest of the season with a neck injury. Metcalf had already showed scouts quite a bit in those seven starts as well as in the 2017 season. He was a SEC All-Freshman pick that year, starting all 12 games and grabbing 39 passes for 646 yards (16.6 average) and seven touchdowns. Metcalf had intended on playing his true freshman season in 2016, but the four-star recruit broke his foot in the second game of the year. His two catches in those games went for only 13 yards but both were touchdowns. The injury bug hit him again in 2018, as he suffered a season-ending neck injury after looking like a superstar in the first seven games of the season (26-569-21.9, five TD).",6.8,2019,https://www.nfl.com/prospects/dk-metcalf/32004d45-5436-3377-5806-d2746f1b94aa
